,name,runtime,popularity,vote_counts,vote_averages,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,ScienceFiction,Mystery,War,Foreign,,Music,Documentary,Western,TVMovie
785,American Buffalo,88.0,7.031279,9.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Rendezvous in Paris,94.0,0.22712800000000002,4.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Alaska,109.0,2.318141,32.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Fled,98.0,3.906949,49.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Kazaam,93.0,8.962892,60.0,3.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Magic Hunter,106.0,0.091984,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Larger Than Life,93.0,3.521921,35.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,A Boy Called Hate,0.0,1.5660399999999999,2.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Power 98,89.0,0.926867,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Two Deaths,102.0,0.145092,2.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,A Very Brady Sequel,90.0,9.898696000000001,42.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Stefano Quantestorie,82.0,0.036699,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Death in the Garden,104.0,1.116063,8.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Hedd Wyn,123.0,0.270432,2.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,La Collectionneuse,89.0,1.683348,25.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Kaspar Hauser,139.0,0.0005780000000000001,4.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Regular Guys,100.0,1.165202,9.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Diebinnen,,0.10634500000000001,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,The Convent,91.0,1.606957,6.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,The Adventures of Pinocchio,90.0,7.523528,55.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Joe's Apartment,78.0,9.490858,87.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,The First Wives Club,102.0,10.177303,172.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Stonewall,99.0,0.9402280000000001,10.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Ransom,117.0,8.772188,482.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,High School High,86.0,4.220058,51.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Phat Beach,0.0,0.8798520000000001,8.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Foxfire,102.0,3.186891,30.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Chain Reaction,107.0,15.874491,291.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Matilda,98.0,10.034915,892.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Emma,121.0,6.593011,152.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,The Crow: City of Angels,84.0,6.554678999999999,119.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,House Arrest,108.0,12.297782000000002,32.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Eyes Without a Face,90.0,9.935891,130.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Bordello of Blood,87.0,3.4504019999999995,63.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,Lotto Land,87.0,0.042365,1.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,The Story of Xinghua,90.0,0.001652,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,The Day the Sun Turned Cold,99.0,0.076062,2.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Flirt,85.0,1.663948,4.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,The Big Squeeze,98.0,0.404501,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,The Spitfire Grill,117.0,1.19589,17.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Escape from L.A.,97.0,12.229381,381.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Cyclo,123.0,1.781952,23.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Basquiat,108.0,4.797674,97.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,Tin Cup,135.0,6.2496599999999995,152.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Dingo,109.0,0.12427300000000001,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,The Ballad of Narayama,98.0,0.9692540000000001,12.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Every Other Weekend,104.0,0.629807,2.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Mille bolle blu,0.0,0.03537,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Crows and Sparrows,113.0,0.036478,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,The Godfather,175.0,41.109264,6024.0,8.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Maybe... Maybe Not,90.0,8.593319000000001,34.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Police Story 3: Supercop,95.0,6.751864,109.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Manny & Lo,88.0,1.143656,9.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Wife,89.0,0.096079,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Small Faces,108.0,0.9091299999999999,10.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Bound,108.0,12.449574,203.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,Carpool,89.0,3.7140489999999997,17.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,Death in Brunswick,109.0,0.9139870000000001,7.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Kansas City,116.0,5.130136,13.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,Gone Fishin',94.0,2.289647,48.0,4.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,Lover's Knot,82.0,0.14315,2.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,Vive L'Amour,118.0,1.404588,16.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,Shadow of Angels,101.0,0.364246,2.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Killer: A Journal of Murder,91.0,0.705136,10.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Nothing to Lose,0.0,0.001771,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Project S,104.0,1.2625389999999999,12.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Girls Town,90.0,0.6356689999999999,3.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Bye-Bye,104.0,0.10940599999999999,3.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,The Relic,110.0,7.699967,130.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,The Island of Dr. Moreau,96.0,12.725342999999999,148.0,4.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,First Kid,101.0,6.5104370000000005,28.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,The Trigger Effect,94.0,9.028947,18.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,Sweet Nothing,89.0,0.234665,2.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,Bogus,110.0,2.523605,46.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,Bulletproof,84.0,7.859132000000001,164.0,5.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Talk of Angels,96.0,0.9789889999999999,4.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,The Land Before Time III: The Time of the Great Giving,71.0,6.3724419999999995,86.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1-900,0.0,0.062127999999999996,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Baton Rouge,,0.437895,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Halloween: The Curse of Michael Myers,88.0,8.768288,173.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Twelfth Night,134.0,4.696680000000001,22.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Mother Night,114.0,6.038784,13.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Liebelei,88.0,0.472479,8.0,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Venice,110.0,0.14712999999999998,4.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Wild Reeds,115.0,2.115268,18.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,For Whom the Bell Tolls,170.0,14.373860999999998,41.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,The Philadelphia Story,112.0,8.888069,196.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Singin' in the Rain,103.0,11.064858000000001,747.0,7.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,An American in Paris,113.0,5.5652029999999995,133.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Funny Face,103.0,5.461487,162.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Breakfast at Tiffany's,110.0,10.879289,1082.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,Vertigo,128.0,18.20822,1162.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Rear Window,112.0,17.911314,1531.0,8.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,It Happened One Night,105.0,6.465257,283.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Gaslight,114.0,14.545058,73.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,The Gay Divorcee,107.0,2.8639349999999997,17.0,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,North by Northwest,136.0,12.410427,1062.0,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,The Apartment,125.0,11.994280999999999,498.0,8.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,Some Like It Hot,122.0,11.845107,835.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,Charade,113.0,7.098731,351.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,Casablanca,102.0,13.916101000000001,1462.0,7.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,The Maltese Falcon,100.0,5.782544000000001,435.0,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,My Fair Lady,170.0,12.494394,361.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Sabrina,113.0,7.3597410000000005,284.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Roman Holiday,119.0,11.954806,502.0,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,The Little Princess,93.0,5.640722,22.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,Meet Me in St. Louis,113.0,7.331511,66.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,The Wizard of Oz,102.0,22.064932000000002,1689.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Gone with the Wind,238.0,14.240357000000001,995.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,My Favorite Year,92.0,2.9236720000000003,35.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Sunset Boulevard,110.0,11.709777,533.0,8.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Citizen Kane,119.0,15.811921,1244.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,2001: A Space Odyssey,149.0,22.494622,3075.0,7.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,Golden Earrings,95.0,0.949155,3.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,All About Eve,138.0,12.063080000000001,367.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,The Women,133.0,5.076649,26.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,Rebecca,130.0,8.590813,346.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Foreign Correspondent,120.0,9.955445,86.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Notorious,102.0,10.135111,345.0,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Spellbound,111.0,5.47596,166.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,An Affair to Remember,111.0,9.813419,101.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,To Catch a Thief,106.0,5.490505000000001,299.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Father of the Bride,92.0,2.4691669999999997,43.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,The Band Wagon,112.0,3.5739349999999996,46.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Ninotchka,110.0,5.120036,77.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Love in the Afternoon,130.0,8.196679,55.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,Gigi,116.0,10.36311,68.0,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,The Reluctant Debutante,94.0,1.954175,11.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,The Adventures of Robin Hood,102.0,10.685036,170.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,The Mark of Zorro,94.0,7.431939,39.0,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,Laura,88.0,9.884516,173.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,The Ghost and Mrs. Muir,104.0,3.008607,59.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Lost Horizon,97.0,3.166544,42.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Top Hat,101.0,7.122093,62.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,To Be or Not to Be,99.0,7.274947999999999,119.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,My Man Godfrey,94.0,5.480098,69.0,7.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Giant,201.0,10.864284,169.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,East of Eden,115.0,6.4288300000000005,163.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,The Thin Man,93.0,10.573867,97.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,His Girl Friday,92.0,9.88321,171.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Around the World in Eighty Days,167.0,6.164226,85.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,It's a Wonderful Life,130.0,15.031588000000001,1103.0,8.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,Mr. Smith Goes to Washington,129.0,8.168694,245.0,7.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Bringing Up Baby,102.0,6.60577,201.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Penny Serenade,119.0,2.446972,23.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,The Scarlet Letter,115.0,0.284522,4.0,8.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,Lady of Burlesque,91.0,0.26469499999999996,7.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,Of Human Bondage,83.0,1.831221,26.0,6.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Angel on My Shoulder,100.0,0.594433,6.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Little Lord Fauntleroy,102.0,4.709847,13.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,They Made Me a Criminal,92.0,1.758391,8.0,5.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,The Inspector General,101.0,0.8965049999999999,17.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Angel and the Badman,100.0,8.08426,27.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,The 39 Steps,86.0,5.865697,217.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,A Walk in the Sun,117.0,8.85591,14.0,5.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,The Outlaw,116.0,1.4509889999999999,16.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Night of the Living Dead,96.0,14.384198000000001,591.0,7.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,The African Queen,105.0,6.636872,232.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Beat the Devil,89.0,2.001733,31.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Cat on a Hot Tin Roof,108.0,11.794846000000001,168.0,7.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,The Last Time I Saw Paris,116.0,0.912955,9.0,5.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Meet John Doe,122.0,10.750619,52.0,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Algiers,96.0,0.348765,6.0,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Something to Sing About,93.0,0.367546,2.0,3.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,A Farewell to Arms,89.0,1.914697,29.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Moonlight Murder,65.0,0.283269,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Nothing Personal,83.0,0.064512,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,"Yes, Madam",93.0,1.0600969999999998,11.0,7.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Dangerous Ground,95.0,1.463219,8.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Picnic,115.0,8.500509,19.0,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,Madagascar Skin,96.0,0.580724,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,The Pompatus of Love,99.0,0.537795,2.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Small Wonders,77.0,0.00264,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Fly Away Home,107.0,5.5111550000000005,114.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Bliss,103.0,1.262649,6.0,4.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Grace of My Heart,116.0,9.364417999999999,15.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Brother of Sleep,127.0,0.751733,6.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Maximum Risk,100.0,7.370163000000001,104.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Michael Collins,132.0,6.728199000000001,98.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,The Rich Man's Wife,94.0,6.746475,11.0,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Infinity,119.0,1.226688,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Big Night,107.0,2.702973,45.0,6.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Last Man Standing,101.0,11.845918,263.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Caught,110.0,1.625873,5.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Set It Off,118.0,6.85606,66.0,6.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,2 Days in the Valley,104.0,4.989276,73.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Curdled,88.0,2.781581,29.0,6.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,L'associé,94.0,0.000308,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Ed's Next Move,88.0,0.5502779999999999,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Extreme Measures,118.0,4.990506,80.0,5.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,The Glimmer Man,92.0,5.918737,102.0,4.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,D3: The Mighty Ducks,104.0,5.511475,99.0,5.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,The Chamber,113.0,3.9984940000000004,62.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,The Apple Dumpling Gang,100.0,4.040945,34.0,6.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,"Davy Crockett, King of the Wild Frontier",93.0,5.497358999999999,14.0,5.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,Escape to Witch Mountain,97.0,7.1516910000000005,60.0,6.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,The Love Bug,107.0,10.091707000000001,126.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
